Size,Frequency of Purchases,Gender,Category,Location,Color,Season,Subscription Status,Payment Method,Shipping Type,Discount Applied,Preferred Payment Method,Age,Purchase Amount (USD),Review Rating,Previous Purchases
1,5,1,3,3,4,3,1,4,4,1,4,0.019230769230769273,0.8,0.9600000000000002,0.24489795918367344
1,5,1,2,44,5,2,1,4,4,1,4,0.5961538461538463,0.26250000000000007,0.56,0.836734693877551
0,1,1,1,16,4,3,1,4,3,1,4,0.6346153846153847,0.48750000000000004,0.56,0.08163265306122448
2,1,1,1,5,4,3,1,0,5,1,5,0.8846153846153847,0.07500000000000001,0.9199999999999999,0.44897959183673464
1,4,1,0,30,10,2,1,2,2,1,4,0.9423076923076924,0.6125,0.08000000000000007,0.2040816326530612
1,5,1,3,5,21,1,1,3,2,1,0,0.3653846153846154,0.0,0.2400000000000002,0.44897959183673464
1,2,1,1,32,8,2,1,2,3,1,2,0.42307692307692313,0.7875000000000001,0.28000000000000025,0.02040816326530612
1,6,1,0,28,19,1,1,4,0,1,4,0.3846153846153847,0.42500000000000004,0.08000000000000007,0.6530612244897959
1,4,1,1,47,2,0,1,1,4,1,0,0.9230769230769232,0.5750000000000001,0.0,0.10204081632653061
1,2,1,0,10,4,1,1,0,3,1,3,0.5576923076923077,0.275,0.040000000000000036,0.8979591836734693
1,2,1,1,33,16,1,1,1,4,1,1,0.730769230769231,0.16250000000000003,0.15999999999999992,0.4897959183673469
1,2,1,2,23,16,2,1,4,2,1,5,0.6346153846153847,0.7125,0.6800000000000002,0.4693877551020408
1,2,1,3,18,11,0,1,4,2,1,5,0.13461538461538464,0.5625,0.7600000000000002,0.18367346938775508
2,2,1,2,33,7,2,1,5,2,1,0,0.3653846153846154,0.23750000000000004,0.6399999999999999,0.12244897959183673
2,6,1,0,26,7,2,1,5,0,1,3,0.4423076923076924,0.38750000000000007,0.52,0.0
1,2,1,0,26,14,3,1,5,3,1,5,0.8846153846153847,0.5625,0.9600000000000002,0.8979591836734693
0,6,1,0,41,1,2,1,1,1,1,3,0.0961538461538462,0.8625,0.9600000000000002,0.7346938775510203
0,2,1,1,49,10,1,1,2,2,1,4,0.8461538461538461,0.7000000000000001,0.6399999999999999,0.26530612244897955
2,3,1,0,27,18,1,1,5,1,1,3,0.40384615384615385,0.6875,0.2400000000000002,0.4897959183673469
1,1,1,2,39,19,2,1,2,3,1,5,0.6538461538461539,0.5125000000000001,0.08000000000000007,0.346938775510204
1,2,1,2,45,5,0,1,1,3,1,1,0.6153846153846154,0.1875,0.52,0.7346938775510203
0,3,1,2,37,6,0,1,5,2,1,0,0.1923076923076924,0.21250000000000002,0.72,0.5918367346938774
2,6,1,1,10,24,3,1,5,1,1,0,0.9423076923076924,0.8875,0.6399999999999999,0.673469387755102
2,2,1,1,34,17,0,1,2,2,1,3,0.4423076923076924,0.9875,0.7600000000000002,0.9795918367346937
0,3,1,1,43,3,2,1,4,1,1,0,0.019230769230769273,0.42500000000000004,0.44000000000000017,0.9591836734693877
2,5,1,0,22,21,3,1,2,0,1,4,1.0,0.3375,0.32000000000000006,0.6530612244897959
0,1,1,0,28,6,1,1,5,1,1,1,0.5961538461538463,0.7125,0.44000000000000017,0.8775510204081631
0,6,1,0,2,13,0,1,5,2,1,5,0.7884615384615384,0.8,0.11999999999999988,1.0
0,3,1,0,31,17,1,1,2,0,1,2,0.6538461538461539,0.38750000000000007,0.72,0.9387755102040816
0,2,1,1,37,10,2,1,5,5,1,4,0.03846153846153849,0.07500000000000001,0.56,0.4693877551020408
2,3,1,1,30,7,2,1,5,2,1,3,0.25,0.55,0.08000000000000007,0.8571428571428571
1,3,1,0,26,18,1,1,3,1,1,5,0.28846153846153855,0.38750000000000007,0.8800000000000001,0.26530612244897955
2,2,1,1,49,17,1,1,5,2,1,3,0.5000000000000001,0.5,0.52,0.04081632653061225
3,2,1,0,23,13,1,1,3,3,1,3,0.42307692307692313,0.6125,0.8800000000000001,0.6530612244897959
1,5,1,0,3,10,1,1,2,1,1,1,0.980769230769231,0.11250000000000004,0.8800000000000001,0.7551020408163265
1,6,1,1,12,7,1,1,4,1,1,5,0.21153846153846156,0.8875,0.3600000000000001,0.9183673469387754
2,2,1,0,27,18,1,1,2,0,1,0,0.6923076923076924,0.625,0.40000000000000013,0.36734693877551017
1,1,1,1,38,15,2,1,3,4,1,4,0.9038461538461539,0.4750000000000001,0.6000000000000001,0.38775510204081626
2,2,1,0,47,7,0,1,1,2,1,0,0.6923076923076924,0.9750000000000001,0.32000000000000006,0.836734693877551
2,3,1,0,24,22,2,1,3,0,1,1,0.8076923076923078,0.6000000000000001,0.8800000000000001,0.673469387755102
1,3,1,0,16,0,2,1,3,3,1,1,0.48076923076923084,0.30000000000000004,0.11999999999999988,0.08163265306122448
1,2,1,3,46,2,3,1,0,1,1,4,0.5000000000000001,0.3125,0.32000000000000006,0.04081632653061225
2,2,1,1,1,11,1,1,2,2,1,4,0.980769230769231,0.9875,0.15999999999999992,0.9183673469387754
0,1,1,1,23,5,1,1,2,4,1,5,0.5384615384615385,0.6000000000000001,0.11999999999999988,0.3061224489795918
1,4,1,1,39,18,1,1,3,4,1,3,0.4423076923076924,0.45000000000000007,0.6800000000000002,0.4081632653061224
2,4,1,1,24,5,3,1,4,1,1,2,0.2692307692307693,0.2875,0.7600000000000002,0.673469387755102
1,2,1,0,29,21,3,1,1,2,1,4,0.15384615384615385,0.9875,0.44000000000000017,0.16326530612244897
2,6,1,0,17,19,0,1,3,1,1,4,0.826923076923077,0.45000000000000007,0.08000000000000007,0.7142857142857142
0,3,1,1,39,16,1,1,0,1,1,2,0.5961538461538463,0.0625,0.3600000000000001,0.4285714285714285
1,2,1,1,44,1,3,1,1,0,1,0,0.6730769230769232,0.675,0.11999999999999988,0.02040816326530612
1,3,1,1,3,8,3,1,0,3,1,0,0.11538461538461542,0.45000000000000007,0.3600000000000001,0.6326530612244897
1,2,1,2,43,24,0,1,0,3,1,1,0.3653846153846154,0.3375,0.040000000000000036,0.5714285714285714
2,2,1,1,46,17,2,1,4,4,1,5,0.48076923076923084,0.5875,0.6399999999999999,0.5306122448979591
2,5,1,1,38,17,3,1,3,5,1,2,0.25,0.025000000000000022,0.15999999999999992,0.6530612244897959
0,3,1,1,12,2,1,1,1,4,1,5,0.5961538461538463,0.17500000000000004,0.08000000000000007,0.3061224489795918
1,2,1,1,24,12,1,1,3,4,1,0,0.980769230769231,0.55,0.4800000000000002,0.2040816326530612
1,5,1,1,32,14,1,1,1,0,1,1,0.9038461538461539,0.275,0.72,0.2040816326530612
2,4,1,1,20,8,3,1,4,0,1,3,0.4423076923076924,0.7750000000000001,0.040000000000000036,0.32653061224489793
3,6,1,0,3,6,2,1,2,2,1,1,0.3653846153846154,0.7625,0.72,0.7346938775510203
2,6,1,3,40,19,2,1,5,1,1,4,1.0,0.050000000000000044,0.6399999999999999,0.346938775510204
1,3,1,2,9,5,0,1,5,4,1,2,0.8653846153846155,0.5,0.6800000000000002,0.24489795918367344
1,6,1,1,3,19,1,1,4,0,1,4,0.7115384615384616,0.050000000000000044,0.6800000000000002,0.12244897959183673
3,2,1,1,15,0,3,1,2,4,1,1,0.6538461538461539,0.7250000000000001,0.2400000000000002,0.7346938775510203
2,3,1,1,2,20,3,1,2,1,1,1,0.07692307692307698,0.8500000000000001,0.9600000000000002,0.14285714285714285
3,4,1,1,20,8,1,1,4,1,1,1,0.6923076923076924,0.5375000000000001,0.7600000000000002,0.2040816326530612
2,4,1,2,30,1,2,1,0,4,1,5,0.1923076923076924,0.7250000000000001,0.7600000000000002,0.14285714285714285
3,2,1,1,3,24,3,1,0,5,1,1,0.9423076923076924,0.21250000000000002,0.3600000000000001,0.6122448979591836
1,5,1,2,26,23,0,1,5,0,1,3,0.7884615384615384,0.925,0.8,0.510204081632653
2,4,1,1,10,8,0,1,2,5,1,2,0.15384615384615385,0.7250000000000001,0.8,0.38775510204081626
1,5,1,3,26,19,3,1,1,4,1,0,0.11538461538461542,0.2,0.6399999999999999,0.4693877551020408
2,4,1,1,13,2,3,1,5,4,1,3,0.8461538461538461,0.050000000000000044,0.28000000000000025,0.8979591836734693
1,3,1,2,5,11,1,1,3,5,1,3,1.0,0.8,0.08000000000000007,0.6530612244897959
0,3,1,1,36,24,1,1,0,1,1,0,0.5192307692307693,0.3375,0.4800000000000002,0.4081632653061224
2,5,1,1,34,23,0,1,2,5,1,0,0.7692307692307693,0.38750000000000007,0.040000000000000036,0.02040816326530612
1,6,1,2,18,16,2,1,3,2,1,1,0.25,0.8,0.08000000000000007,0.5510204081632653
1,2,1,1,14,11,2,1,3,1,1,5,0.2692307692307693,0.050000000000000044,0.08000000000000007,0.346938775510204
0,5,1,1,48,20,0,1,0,2,1,3,0.34615384615384615,0.9625000000000001,0.9199999999999999,0.4081632653061224
2,3,1,1,31,9,3,1,5,3,1,2,0.13461538461538464,0.8625,0.9199999999999999,0.4693877551020408
0,2,1,0,5,12,1,1,4,5,1,4,0.576923076923077,0.30000000000000004,0.040000000000000036,0.28571428571428564
2,2,1,0,12,1,3,1,0,0,1,4,0.40384615384615385,0.1875,0.8,0.7551020408163265
1,4,1,1,2,5,3,1,1,1,1,4,0.15384615384615385,0.8875,0.28000000000000025,0.7551020408163265
2,5,1,0,35,5,3,1,4,3,1,5,0.2692307692307693,0.5375000000000001,0.52,0.24489795918367344
0,4,1,0,13,7,1,1,3,1,1,1,0.6923076923076924,0.9625000000000001,0.9199999999999999,0.7755102040816325
1,2,1,2,22,22,2,1,3,5,1,5,0.3846153846153847,0.22500000000000003,0.6399999999999999,0.14285714285714285
3,2,1,3,37,2,1,1,4,3,1,4,0.5384615384615385,0.050000000000000044,0.11999999999999988,0.061224489795918366
1,2,1,1,13,4,3,1,1,5,1,1,0.7500000000000001,0.15000000000000002,0.56,0.10204081632653061
2,2,1,0,0,13,2,1,5,1,1,5,0.5961538461538463,0.875,0.9600000000000002,0.2040816326530612
1,3,1,1,25,13,2,1,1,4,1,5,0.28846153846153855,0.2,0.3600000000000001,0.9795918367346937
3,2,1,0,30,21,3,1,1,2,1,4,0.6923076923076924,0.21250000000000002,0.6399999999999999,0.5918367346938774
1,3,1,1,1,5,2,1,5,1,1,0,0.5576923076923077,0.38750000000000007,0.15999999999999992,0.673469387755102
0,3,1,0,11,18,0,1,0,0,1,4,0.34615384615384615,0.6375000000000001,0.2400000000000002,0.5510204081632653
0,2,1,0,43,5,1,1,2,0,1,5,0.9615384615384616,0.375,0.44000000000000017,0.7142857142857142
0,2,1,0,17,21,0,1,5,4,1,2,0.8076923076923078,0.675,0.40000000000000013,0.346938775510204
2,3,1,1,23,10,2,1,5,2,1,4,0.7115384615384616,0.6875,0.3600000000000001,0.061224489795918366
3,2,1,1,23,5,1,1,5,0,1,3,0.21153846153846156,0.9875,0.15999999999999992,0.836734693877551
3,2,1,0,13,22,1,1,0,5,1,1,0.3846153846153847,0.03750000000000003,0.8800000000000001,0.2040816326530612
3,4,1,2,46,0,3,1,1,2,1,2,1.0,0.4125000000000001,0.7600000000000002,0.6122448979591836
1,5,1,1,27,5,1,1,1,4,1,1,0.34615384615384615,0.9875,0.040000000000000036,0.22448979591836735
3,2,1,0,17,9,1,1,3,4,1,5,0.0,0.3500000000000001,0.7600000000000002,0.38775510204081626
2,2,1,2,37,13,0,1,5,3,1,3,0.8461538461538461,0.65,0.4800000000000002,0.7346938775510203
2,5,1,0,21,8,1,1,1,4,1,3,0.21153846153846156,0.55,0.7600000000000002,0.510204081632653
2,6,1,2,39,8,1,1,1,0,1,2,0.05769230769230771,0.5375000000000001,0.0,0.26530612244897955
1,4,1,2,2,0,1,1,0,3,1,5,0.46153846153846156,0.38750000000000007,0.040000000000000036,0.22448979591836735
2,1,1,2,7,1,1,1,3,5,1,2,0.48076923076923084,0.4375,1.0,0.18367346938775508
1,1,1,1,16,3,1,1,1,1,1,1,0.7692307692307693,0.4375,0.9600000000000002,0.36734693877551017
0,6,1,1,9,19,2,1,3,5,1,1,0.17307692307692313,0.07500000000000001,0.4800000000000002,0.061224489795918366
2,2,1,1,32,7,2,1,3,3,1,0,0.7500000000000001,0.5875,0.2400000000000002,0.9591836734693877
0,3,1,3,4,16,0,1,3,1,1,4,0.42307692307692313,0.1375,0.28000000000000025,0.7346938775510203
0,3,1,1,4,12,3,1,4,2,1,1,0.5192307692307693,0.5750000000000001,0.7600000000000002,0.061224489795918366
1,6,1,0,13,5,2,1,0,3,1,2,0.5576923076923077,0.5875,0.72,0.28571428571428564
2,6,1,2,5,6,3,1,5,4,1,2,0.826923076923077,0.5125000000000001,0.20000000000000018,0.6530612244897959
1,2,1,3,5,20,0,1,5,0,1,0,0.8076923076923078,0.6875,0.40000000000000013,0.5918367346938774
1,3,1,1,32,0,1,1,2,0,1,0,0.980769230769231,0.875,0.44000000000000017,0.44897959183673464
1,6,1,1,46,13,2,1,0,0,1,0,0.7692307692307693,0.25,0.52,0.02040816326530612
1,2,1,1,8,7,0,1,4,1,1,2,0.3076923076923077,0.875,0.44000000000000017,1.0
1,4,1,0,46,1,1,1,2,1,1,1,0.03846153846153849,0.0,0.8399999999999999,0.673469387755102
1,6,1,0,5,21,2,1,1,4,1,2,0.730769230769231,0.25,0.0,0.6530612244897959
0,3,1,0,28,3,0,1,5,5,1,3,0.8846153846153847,0.16250000000000003,0.40000000000000013,0.673469387755102
0,2,1,2,19,11,1,1,0,2,1,4,0.730769230769231,0.9750000000000001,0.6000000000000001,0.7755102040816325
1,2,1,0,19,19,1,1,3,3,1,2,0.17307692307692313,0.275,0.40000000000000013,0.9387755102040816
0,3,1,3,42,18,2,1,5,4,1,4,0.326923076923077,0.525,0.28000000000000025,0.7346938775510203
2,4,1,0,30,9,3,1,2,2,1,5,0.11538461538461542,0.3125,0.40000000000000013,0.7959183673469387
1,4,1,2,43,8,2,1,1,2,1,2,0.15384615384615385,0.7250000000000001,0.3600000000000001,0.14285714285714285
1,1,1,0,47,7,0,1,2,1,1,0,0.2692307692307693,0.75,1.0,0.22448979591836735
0,3,1,0,6,15,1,1,2,5,1,0,0.6923076923076924,0.9500000000000002,0.8,0.7142857142857142
1,6,1,0,47,4,2,1,4,1,1,4,0.8461538461538461,0.3375,0.11999999999999988,0.9591836734693877
1,5,1,1,34,14,3,1,5,0,1,4,0.6153846153846154,0.8,0.9600000000000002,0.9387755102040816
1,3,1,2,42,0,1,1,0,5,1,0,1.0,0.1375,0.2400000000000002,0.02040816326530612
0,6,1,0,46,24,1,1,4,5,1,1,0.576923076923077,0.5375000000000001,0.9199999999999999,0.4693877551020408
3,4,1,1,48,23,1,1,3,4,1,0,0.03846153846153849,0.9625000000000001,0.08000000000000007,0.7959183673469387
1,6,1,3,17,7,3,1,2,1,1,3,0.5384615384615385,0.9875,0.8399999999999999,1.0
1,6,1,2,14,15,3,1,1,5,1,1,0.6346153846153847,0.875,0.7600000000000002,0.4897959183673469
2,3,1,2,31,22,0,1,4,1,1,3,0.6730769230769232,0.6000000000000001,0.28000000000000025,0.38775510204081626
1,6,1,0,11,11,1,1,5,0,1,5,0.5000000000000001,0.75,0.20000000000000018,0.18367346938775508
2,2,1,2,7,12,2,1,0,4,1,0,0.21153846153846156,0.8875,0.9600000000000002,0.6326530612244897
1,5,1,1,16,5,1,1,3,1,1,1,0.8846153846153847,0.125,0.44000000000000017,0.6122448979591836
1,4,1,2,6,23,1,1,5,3,1,0,0.6346153846153847,0.875,0.52,0.9591836734693877
2,3,1,1,30,3,1,1,5,4,1,3,0.6153846153846154,0.10000000000000003,0.15999999999999992,0.44897959183673464
1,4,1,1,9,18,3,1,2,1,1,0,0.48076923076923084,0.32500000000000007,0.56,0.0
1,5,1,1,46,14,0,1,2,4,1,3,0.826923076923077,0.5,0.44000000000000017,0.061224489795918366
1,4,1,2,33,23,1,1,2,5,1,0,0.7115384615384616,0.48750000000000004,0.40000000000000013,0.04081632653061225
1,4,1,0,34,8,0,1,1,5,1,1,0.730769230769231,0.6000000000000001,0.6000000000000001,0.04081632653061225
1,1,1,0,41,1,2,1,1,0,1,1,0.28846153846153855,0.7375,0.9199999999999999,0.8775510204081631
1,4,1,0,31,6,3,1,2,5,1,3,0.48076923076923084,0.925,0.56,0.08163265306122448
0,2,1,1,21,10,2,1,2,3,1,5,0.05769230769230771,0.7875000000000001,0.8,1.0
3,1,1,0,9,21,1,1,5,4,1,2,0.7692307692307693,0.525,0.9199999999999999,0.02040816326530612
1,1,1,0,30,16,1,1,1,5,1,4,0.4423076923076924,0.8125,0.040000000000000036,0.5714285714285714
1,1,1,1,17,19,2,1,0,1,1,5,0.40384615384615385,0.125,0.2400000000000002,0.2040816326530612
3,5,1,1,40,7,1,1,4,0,1,2,0.6923076923076924,0.050000000000000044,0.8800000000000001,0.7346938775510203
2,5,1,0,25,9,1,1,4,3,1,3,0.48076923076923084,0.0625,0.15999999999999992,0.6326530612244897
2,1,1,2,30,20,2,1,1,1,1,2,0.1923076923076924,0.21250000000000002,0.52,0.5306122448979591
3,4,1,0,39,8,2,1,0,0,1,5,0.7884615384615384,0.6125,0.52,0.6122448979591836
1,5,1,2,34,22,2,1,0,4,1,3,0.1923076923076924,0.9625000000000001,0.20000000000000018,0.7142857142857142
1,6,1,0,32,5,2,1,3,4,1,1,0.9615384615384616,0.050000000000000044,0.6399999999999999,0.673469387755102
3,2,1,0,11,2,2,1,1,1,1,0,0.03846153846153849,0.125,0.3600000000000001,0.28571428571428564
2,1,1,3,35,14,0,1,1,1,1,2,0.05769230769230771,0.4125000000000001,0.0,0.26530612244897955
3,6,1,1,9,4,1,1,2,3,1,1,0.6153846153846154,0.625,0.9600000000000002,0.9183673469387754
0,4,1,1,16,0,3,1,3,4,1,5,0.2692307692307693,0.7000000000000001,0.11999999999999988,0.6530612244897959
1,1,1,0,7,1,0,1,0,1,1,3,0.11538461538461542,0.9375,0.8,0.8163265306122448
0,6,1,3,20,10,3,1,2,0,1,4,0.7115384615384616,0.38750000000000007,0.9600000000000002,0.7755102040816325
1,1,1,0,26,10,3,1,1,5,1,1,0.826923076923077,0.26250000000000007,0.9600000000000002,0.12244897959183673
0,2,1,0,18,21,3,1,0,2,1,0,0.826923076923077,0.6375000000000001,0.40000000000000013,0.5714285714285714
1,2,1,1,37,17,2,1,3,2,1,5,0.1923076923076924,0.5750000000000001,0.40000000000000013,0.346938775510204
1,1,1,1,26,13,3,1,0,2,1,2,0.8076923076923078,0.8,0.9600000000000002,0.28571428571428564
2,4,1,0,45,21,3,1,5,1,1,4,0.5961538461538463,0.9375,0.20000000000000018,0.7755102040816325
2,3,1,0,34,20,2,1,1,3,1,1,0.28846153846153855,0.875,0.11999999999999988,0.2040816326530612
0,5,1,1,26,10,2,1,5,4,1,1,0.5192307692307693,0.2,0.4800000000000002,0.061224489795918366
1,4,1,0,34,17,1,1,2,0,1,5,0.21153846153846156,0.025000000000000022,0.44000000000000017,0.6530612244897959
2,2,1,3,16,2,3,1,2,3,1,3,0.7692307692307693,0.8625,0.32000000000000006,0.7346938775510203
1,2,1,2,41,20,1,1,1,2,1,1,0.07692307692307698,0.375,0.3600000000000001,0.6326530612244897
1,2,1,2,18,10,0,1,0,2,1,2,0.7115384615384616,0.2,0.6000000000000001,0.8775510204081631
0,2,1,1,25,19,1,1,2,2,1,0,0.019230769230769273,0.4,0.8399999999999999,0.8163265306122448
1,6,1,1,19,13,0,1,5,3,1,0,0.9615384615384616,0.11250000000000004,0.6800000000000002,0.8775510204081631
1,1,1,1,9,3,0,1,5,1,1,5,0.826923076923077,0.8625,0.11999999999999988,0.6326530612244897
1,3,1,0,10,24,0,1,2,0,1,0,0.9615384615384616,0.3375,0.4800000000000002,0.24489795918367344
3,2,1,0,38,3,1,1,0,4,1,3,0.6538461538461539,0.0625,0.3600000000000001,0.9591836734693877
3,6,1,1,26,5,0,1,0,1,1,0,0.4423076923076924,0.675,0.20000000000000018,0.04081632653061225
1,3,1,0,21,11,0,1,4,4,1,5,0.21153846153846156,0.32500000000000007,0.9199999999999999,0.7755102040816325
0,5,1,1,32,11,0,1,5,3,1,1,0.9615384615384616,0.025000000000000022,0.6000000000000001,0.12244897959183673
1,5,1,1,22,14,2,1,5,3,1,1,0.34615384615384615,0.0625,0.9600000000000002,0.2040816326530612
1,6,1,0,19,12,1,1,5,3,1,2,0.7115384615384616,0.75,0.9600000000000002,0.9387755102040816
1,5,1,1,10,8,1,1,0,0,1,3,0.1923076923076924,0.7000000000000001,0.32000000000000006,0.5510204081632653
2,2,1,1,36,20,2,1,2,3,1,0,0.40384615384615385,0.125,0.7600000000000002,0.32653061224489793
2,4,1,1,30,1,0,1,1,0,1,4,0.6923076923076924,0.7375,0.40000000000000013,0.2040816326530612
1,1,1,2,12,11,3,1,2,4,1,5,0.42307692307692313,0.025000000000000022,0.6800000000000002,0.22448979591836735
0,5,1,1,43,13,0,1,3,4,1,2,0.25,0.2,0.6800000000000002,0.12244897959183673
2,5,1,1,18,24,0,1,1,4,1,5,0.23076923076923084,0.7125,0.08000000000000007,0.36734693877551017
0,2,1,0,45,17,0,1,2,5,1,1,0.5192307692307693,0.16250000000000003,0.11999999999999988,0.4693877551020408
1,3,1,2,8,0,3,1,2,3,1,5,0.576923076923077,0.55,0.52,0.36734693877551017
1,1,1,1,34,9,0,1,4,2,1,4,0.5192307692307693,0.4125000000000001,0.040000000000000036,0.7755102040816325
3,5,1,2,45,16,0,1,5,0,1,2,0.8076923076923078,0.2,0.20000000000000018,0.0
1,4,1,1,15,2,1,0,1,0,1,3,0.7884615384615384,0.625,0.32000000000000006,0.18367346938775508
2,2,1,1,3,5,3,0,3,1,1,4,0.0,0.9500000000000002,0.9600000000000002,0.9591836734693877
1,1,1,3,20,14,1,0,4,3,1,3,1.0,0.08750000000000002,0.32000000000000006,0.4693877551020408
2,5,1,1,11,1,3,0,3,0,1,5,0.03846153846153849,0.55,0.15999999999999992,0.836734693877551
0,6,1,3,48,12,1,0,0,0,1,2,0.9038461538461539,0.03750000000000003,0.7600000000000002,0.38775510204081626
2,2,1,0,30,22,2,0,2,3,1,0,0.21153846153846156,0.16250000000000003,0.2400000000000002,0.9795918367346937
1,3,1,3,32,0,3,0,5,4,1,3,0.07692307692307698,0.17500000000000004,0.0,0.4897959183673469
0,2,1,1,14,7,2,0,4,3,1,3,0.17307692307692313,0.1875,0.040000000000000036,0.4081632653061224
1,2,1,3,11,7,2,0,3,2,1,5,0.34615384615384615,0.525,0.7600000000000002,0.22448979591836735
1,2,1,2,34,3,0,0,5,3,1,3,0.7884615384615384,0.6875,0.040000000000000036,0.4081632653061224
0,3,1,1,0,9,2,0,0,2,1,1,0.8461538461538461,0.11250000000000004,0.32000000000000006,0.693877551020408
1,2,1,0,49,22,1,0,3,1,1,2,0.3076923076923077,0.10000000000000003,0.40000000000000013,0.836734693877551
3,2,1,1,0,2,1,0,1,5,1,4,0.7884615384615384,0.0,0.6399999999999999,0.04081632653061225
1,4,1,3,23,18,3,0,2,5,1,4,0.5961538461538463,0.9500000000000002,0.6000000000000001,0.2040816326530612
0,2,1,1,37,15,2,0,5,0,1,4,0.0,0.2875,0.08000000000000007,0.4285714285714285
1,6,1,1,49,13,0,0,0,4,1,2,0.7115384615384616,0.925,0.0,0.9387755102040816
3,2,1,1,19,23,0,0,2,3,1,5,0.3846153846153847,0.7625,0.72,0.6530612244897959
1,6,1,0,32,11,2,0,5,2,1,3,0.6153846153846154,0.6875,0.32000000000000006,1.0
1,3,1,0,37,0,2,0,1,1,1,2,0.826923076923077,0.7625,0.040000000000000036,0.9183673469387754
2,5,1,1,11,6,0,0,0,1,1,3,0.576923076923077,0.9000000000000001,0.40000000000000013,0.673469387755102
3,3,1,0,4,17,1,0,1,5,1,2,0.07692307692307698,0.9500000000000002,0.6000000000000001,0.6530612244897959
0,5,1,0,41,23,0,0,4,4,1,0,0.576923076923077,0.6375000000000001,0.040000000000000036,0.8979591836734693
2,4,1,0,24,9,2,0,3,3,1,3,0.7500000000000001,0.375,0.9600000000000002,0.6326530612244897
2,4,1,3,33,4,1,0,0,4,1,5,0.28846153846153855,0.65,0.15999999999999992,0.9387755102040816
1,2,1,3,47,16,3,0,1,4,1,4,0.7692307692307693,0.10000000000000003,0.4800000000000002,0.08163265306122448
1,5,1,1,2,19,0,0,1,1,1,2,0.3653846153846154,0.48750000000000004,0.7600000000000002,0.9795918367346937
0,3,1,3,35,2,2,0,0,2,1,0,0.0,0.16250000000000003,0.7600000000000002,0.9591836734693877
2,2,1,0,37,2,0,0,0,1,1,1,0.9038461538461539,0.48750000000000004,0.52,0.4285714285714285
3,1,1,0,11,3,1,0,1,4,1,2,0.8461538461538461,0.125,0.8,0.8979591836734693
3,2,1,0,39,5,3,0,4,3,1,5,0.6923076923076924,0.8125,0.040000000000000036,0.5918367346938774
2,6,1,0,46,20,2,0,2,5,1,1,0.326923076923077,0.9625000000000001,0.32000000000000006,0.8571428571428571
0,2,1,1,3,17,0,0,2,3,1,1,0.3076923076923077,0.2,0.6399999999999999,0.9591836734693877
1,5,1,0,43,21,3,0,4,5,1,5,0.13461538461538464,0.8125,0.20000000000000018,0.44897959183673464
1,4,1,0,1,13,3,0,4,2,1,4,0.6730769230769232,0.525,0.20000000000000018,0.5306122448979591
0,3,1,1,47,23,3,0,4,3,1,0,0.5192307692307693,0.6375000000000001,0.3600000000000001,0.12244897959183673
1,6,1,1,17,21,3,0,0,2,1,4,0.5961538461538463,0.012500000000000011,0.08000000000000007,0.02040816326530612
1,4,1,0,2,19,1,0,3,3,1,4,0.42307692307692313,0.5125000000000001,0.52,0.6530612244897959
1,5,1,0,6,22,1,0,0,5,1,1,0.3846153846153847,0.4750000000000001,0.6800000000000002,0.5306122448979591
2,5,1,1,32,10,1,0,1,5,1,2,0.5000000000000001,0.75,0.8800000000000001,0.10204081632653061
2,2,1,0,40,11,1,0,2,0,1,5,0.9615384615384616,0.375,0.6399999999999999,0.38775510204081626
0,2,1,2,7,9,3,0,4,0,1,5,0.8076923076923078,0.3500000000000001,0.6800000000000002,0.9183673469387754
1,2,1,0,6,1,3,0,2,3,1,1,0.13461538461538464,0.25,0.9199999999999999,0.4897959183673469
0,2,1,3,41,15,2,0,3,2,1,0,0.019230769230769273,0.17500000000000004,0.20000000000000018,0.5918367346938774
0,1,1,3,28,0,0,0,2,4,1,2,0.7500000000000001,0.32500000000000007,0.040000000000000036,0.9591836734693877
1,6,1,0,44,1,2,0,5,5,1,0,0.7692307692307693,0.08750000000000002,0.28000000000000025,0.9387755102040816
0,6,1,0,11,21,1,0,4,3,1,2,0.5961538461538463,0.9750000000000001,0.44000000000000017,0.5306122448979591
1,5,1,1,32,15,0,0,1,3,1,0,0.019230769230769273,0.6625000000000001,0.040000000000000036,0.8979591836734693
2,6,1,1,27,6,1,0,3,1,1,2,0.6153846153846154,0.10000000000000003,0.7600000000000002,0.02040816326530612
3,5,1,0,7,19,0,0,1,2,1,1,0.23076923076923084,0.7000000000000001,0.20000000000000018,0.7755102040816325
1,5,1,1,42,15,0,0,2,1,1,1,0.6538461538461539,0.7875000000000001,0.15999999999999992,0.4693877551020408
0,4,1,1,41,4,1,0,3,2,1,3,0.326923076923077,0.03750000000000003,0.72,0.14285714285714285
1,2,1,0,7,0,0,0,0,1,1,0,0.326923076923077,0.10000000000000003,0.2400000000000002,0.14285714285714285
0,2,1,1,20,13,1,0,2,3,1,5,0.28846153846153855,0.7875000000000001,0.20000000000000018,0.10204081632653061
2,5,1,1,22,22,3,0,2,5,1,5,0.6538461538461539,0.9500000000000002,0.44000000000000017,0.22448979591836735
1,6,1,2,42,15,0,0,5,5,1,0,0.980769230769231,0.525,0.11999999999999988,0.510204081632653
1,5,1,1,26,20,0,0,5,4,1,1,0.17307692307692313,0.0625,0.11999999999999988,1.0
